fact_key,accm_txn_complete_time
77,5/28/2022 14:21
78,6/1/2022 11:48
79,5/29/2022 8:17
80,6/1/2022 10:43
81,5/31/2022 16:45
82,5/29/2022 14:03
83,5/28/2022 14:01
84,5/31/2022 15:09
85,5/28/2022 8:41
86,5/29/2022 16:51
87,5/31/2022 10:37
88,5/28/2022 15:06
89,5/31/2022 13:38
90,5/31/2022 8:44
91,6/1/2022 11:28
92,5/30/2022 15:33
93,5/29/2022 9:37
94,5/31/2022 10:05
95,5/31/2022 14:01
96,5/30/2022 8:45
97,5/29/2022 9:47
98,5/31/2022 13:34
99,5/29/2022 11:32
100,5/30/2022 8:49
101,6/1/2022 15:10
102,5/30/2022 12:41
103,5/29/2022 8:31
104,5/30/2022 10:03
105,5/29/2022 12:18
106,6/1/2022 12:44
107,5/29/2022 13:39
108,5/28/2022 16:09
109,5/28/2022 8:48
110,5/28/2022 10:11
111,5/28/2022 15:29
112,5/28/2022 14:26
113,5/28/2022 16:24
114,5/31/2022 13:32
115,5/31/2022 16:14
116,6/1/2022 16:23
117,5/30/2022 9:26
118,6/1/2022 11:16
119,5/30/2022 9:12
120,5/30/2022 8:32
121,5/31/2022 13:11
122,6/1/2022 10:29
123,5/31/2022 11:38
124,5/30/2022 16:50
125,5/30/2022 16:50
126,6/1/2022 12:09
127,5/29/2022 12:42
128,5/31/2022 12:47
129,5/29/2022 13:34
130,5/29/2022 16:22
131,5/30/2022 8:21
132,5/28/2022 16:34
133,5/29/2022 16:15
134,5/28/2022 10:42
135,6/1/2022 16:31
136,5/31/2022 12:04
137,6/1/2022 9:58
138,5/29/2022 9:40
139,5/31/2022 14:46
140,5/28/2022 14:31
141,5/28/2022 10:15
142,6/1/2022 14:45
143,5/28/2022 10:41
144,5/30/2022 10:53
145,5/31/2022 15:22
146,5/29/2022 8:17
147,5/28/2022 10:42
148,5/28/2022 9:50
149,5/28/2022 16:55
150,5/31/2022 11:25
151,6/1/2022 8:39
152,5/31/2022 10:08
153,5/28/2022 16:41
154,5/28/2022 8:56
155,5/30/2022 11:00
156,5/31/2022 13:09
157,5/30/2022 13:45
158,6/1/2022 10:20
159,5/31/2022 12:20
160,5/29/2022 9:18
161,5/30/2022 8:55
162,6/1/2022 14:49
163,5/31/2022 15:41
164,6/1/2022 12:43
165,5/29/2022 9:22
166,5/29/2022 9:39
167,5/31/2022 14:06
168,5/28/2022 12:29
169,5/28/2022 10:34
170,5/31/2022 13:55
171,5/31/2022 11:10
172,5/29/2022 9:36
173,5/31/2022 10:27
174,5/31/2022 13:38
175,5/29/2022 8:55
176,6/1/2022 9:37
177,5/31/2022 10:58
178,5/29/2022 15:35
179,5/31/2022 14:36
180,5/31/2022 16:27
181,5/31/2022 16:29
182,5/29/2022 13:14
183,5/30/2022 8:30
184,5/29/2022 8:36
185,5/29/2022 16:25
186,5/29/2022 8:07
187,5/29/2022 10:06
188,6/1/2022 14:28
189,5/28/2022 12:51
190,5/28/2022 16:28
191,5/28/2022 13:19
192,6/1/2022 9:39
193,5/29/2022 10:00
194,5/30/2022 16:58
195,5/29/2022 16:30
196,5/31/2022 8:39
197,6/1/2022 8:02
198,5/28/2022 13:12
199,6/1/2022 8:51
200,6/1/2022 11:52
201,6/1/2022 8:08
202,6/1/2022 12:44
203,5/30/2022 8:20
204,5/31/2022 11:04
205,6/1/2022 9:56
206,6/1/2022 11:16
207,6/1/2022 12:53
208,5/28/2022 13:17
209,5/29/2022 8:41
210,5/30/2022 14:44
211,5/30/2022 14:26
212,5/31/2022 14:35
213,5/29/2022 14:46
214,5/28/2022 8:56
215,6/1/2022 11:44
216,5/31/2022 14:41
217,5/30/2022 9:13
218,5/30/2022 12:47
219,6/1/2022 13:57
220,6/1/2022 13:53
221,6/1/2022 11:25
222,6/1/2022 16:18
223,5/29/2022 12:28
224,5/31/2022 15:51
225,5/28/2022 12:03
226,5/30/2022 14:40
227,6/1/2022 10:36
228,5/30/2022 12:46
229,5/31/2022 14:25
230,6/1/2022 15:19
231,5/31/2022 11:54
232,5/31/2022 14:41
233,5/31/2022 12:20
234,6/1/2022 13:17
235,6/1/2022 16:04
236,5/29/2022 15:57
237,5/30/2022 15:28
238,6/1/2022 14:33
239,5/30/2022 11:31
240,5/28/2022 8:07
241,5/31/2022 9:38
242,5/28/2022 10:06
243,6/1/2022 15:16
244,5/31/2022 15:36
245,5/28/2022 9:07
246,5/28/2022 14:54
247,5/30/2022 13:57
248,5/30/2022 12:31
249,5/31/2022 16:01
250,6/1/2022 9:29
251,5/28/2022 9:56
252,5/29/2022 16:08
253,6/1/2022 13:40
254,5/29/2022 15:55
255,5/29/2022 16:54
256,5/30/2022 8:45
257,6/1/2022 10:36
258,5/30/2022 11:25
259,5/29/2022 13:25
260,5/28/2022 9:20
261,5/29/2022 15:12
262,5/30/2022 11:38
263,5/29/2022 11:29
264,5/29/2022 8:46
265,5/30/2022 13:09
266,5/29/2022 15:39
267,5/28/2022 15:47
268,5/31/2022 16:17
269,5/31/2022 11:58
270,5/28/2022 15:29
271,5/28/2022 13:14
272,5/30/2022 10:59
273,5/28/2022 16:54
274,5/28/2022 14:37
275,6/1/2022 12:25
276,5/31/2022 11:14
277,5/31/2022 15:40
278,6/1/2022 8:15
279,5/28/2022 14:45
280,6/1/2022 15:25
281,6/1/2022 15:57
282,5/29/2022 15:51
283,6/1/2022 9:15
284,5/28/2022 16:38
285,5/28/2022 8:18
286,5/28/2022 9:58
287,5/31/2022 15:06
288,5/29/2022 13:47
289,5/29/2022 16:28
290,5/31/2022 15:34
291,5/29/2022 11:08
292,6/1/2022 15:02
293,6/1/2022 13:21
294,5/31/2022 9:32
295,5/30/2022 14:07
296,5/31/2022 15:32
297,5/31/2022 15:26
298,5/30/2022 11:28
299,5/30/2022 13:09
300,5/30/2022 8:11
301,5/30/2022 13:27
302,5/28/2022 16:47
303,5/28/2022 13:57
304,5/29/2022 12:48
305,5/29/2022 8:37
306,5/31/2022 13:37
307,5/31/2022 11:22
308,5/31/2022 16:54
309,6/1/2022 15:58
310,6/1/2022 9:57
311,6/1/2022 10:41
312,6/1/2022 15:38
313,5/28/2022 14:34
314,5/28/2022 11:14
315,5/31/2022 13:02
316,5/28/2022 9:31
317,6/1/2022 10:35
318,5/29/2022 9:52
319,5/31/2022 14:06
320,5/28/2022 14:46
321,6/1/2022 14:55
322,5/29/2022 15:57
323,5/29/2022 9:53
324,5/29/2022 10:37
325,6/1/2022 14:22
326,6/1/2022 8:27
327,5/28/2022 14:14
328,6/1/2022 11:41
329,5/31/2022 13:39
330,6/1/2022 14:56
331,6/1/2022 8:56
332,5/29/2022 8:43
333,5/29/2022 11:36
334,5/31/2022 10:39
335,5/29/2022 13:53
336,5/31/2022 14:42
337,5/28/2022 16:08
338,5/31/2022 15:19
339,5/29/2022 11:05
340,6/1/2022 11:18
341,5/29/2022 13:45
342,5/28/2022 13:07
343,5/29/2022 16:39
344,5/29/2022 10:08
345,6/1/2022 8:02
346,5/29/2022 9:17
347,6/1/2022 13:33
348,5/28/2022 12:09
349,5/31/2022 15:08
350,5/29/2022 11:47
351,5/31/2022 8:44
352,6/1/2022 12:58
353,6/1/2022 11:15
354,6/1/2022 10:26
355,5/31/2022 13:40
356,5/31/2022 14:18
357,5/28/2022 9:32
358,5/30/2022 8:13
359,6/1/2022 9:18
360,5/30/2022 8:45
361,5/30/2022 13:43
362,6/1/2022 12:51
363,5/30/2022 11:15
364,5/31/2022 12:25
365,6/1/2022 16:28
366,5/28/2022 12:39
367,6/1/2022 12:41
368,5/31/2022 14:05
369,5/29/2022 16:10
370,6/1/2022 14:21
371,5/29/2022 14:38
372,5/31/2022 16:24
373,5/30/2022 9:06
374,5/29/2022 13:43
375,5/30/2022 14:27
376,5/30/2022 14:53
377,6/1/2022 13:49
378,6/1/2022 8:15
379,5/28/2022 13:08
380,6/1/2022 16:06
381,5/31/2022 8:43
382,6/1/2022 12:41
383,5/28/2022 10:07
384,5/30/2022 13:29
385,5/31/2022 9:06
386,5/28/2022 10:06
387,5/31/2022 12:04
388,5/29/2022 13:57
389,5/30/2022 12:35
390,6/1/2022 8:05
391,5/30/2022 16:36
392,6/1/2022 8:09
393,5/30/2022 13:36
394,5/29/2022 16:12
395,5/28/2022 10:26
396,5/28/2022 14:43
397,5/29/2022 8:55
398,5/31/2022 14:53
399,5/29/2022 12:14
400,5/31/2022 8:09
401,5/29/2022 10:50
402,5/31/2022 12:12
403,6/1/2022 8:25
404,5/31/2022 10:27
405,6/1/2022 10:02
406,5/30/2022 15:25
407,5/31/2022 15:16
408,5/28/2022 16:40
409,5/30/2022 12:17
410,5/28/2022 12:00
411,5/28/2022 16:05
412,5/29/2022 12:29
413,6/1/2022 8:52
414,5/28/2022 14:52
415,5/28/2022 12:36
416,5/28/2022 11:59
417,6/1/2022 9:04
418,5/30/2022 14:23
419,5/30/2022 11:53
420,5/30/2022 15:42
421,5/31/2022 9:49
422,5/28/2022 8:02
423,6/1/2022 14:43
424,5/30/2022 9:43
425,5/29/2022 15:17
426,6/1/2022 16:09
427,5/29/2022 11:01
428,5/28/2022 14:13
429,5/29/2022 9:36
430,5/29/2022 13:39
431,5/30/2022 14:47
432,5/31/2022 12:11
433,5/29/2022 13:55
434,5/28/2022 14:40
435,5/30/2022 16:37
436,6/1/2022 12:18
437,5/31/2022 16:21
438,5/30/2022 13:09
439,5/28/2022 13:08
440,6/1/2022 10:17
441,5/30/2022 8:23
442,5/29/2022 8:57
443,5/30/2022 11:53
444,5/28/2022 14:57
445,5/31/2022 16:10
446,5/28/2022 12:37
447,5/31/2022 11:47
448,5/31/2022 9:20
449,5/31/2022 16:43
450,6/1/2022 8:45
451,6/1/2022 12:36
452,6/1/2022 8:11
453,5/30/2022 10:47
454,6/1/2022 11:01
455,5/28/2022 13:05
456,5/29/2022 14:21
457,5/28/2022 10:38
458,5/30/2022 10:34
459,6/1/2022 14:47
460,5/31/2022 8:27
461,5/29/2022 8:51
462,6/1/2022 14:03
463,5/29/2022 14:06
464,5/31/2022 11:01
465,5/29/2022 9:38
466,5/31/2022 12:34
467,5/30/2022 14:43
468,5/31/2022 8:16
469,5/30/2022 12:10
470,6/1/2022 13:05
471,5/31/2022 15:39
472,5/29/2022 8:20
473,6/1/2022 12:50
474,6/1/2022 12:29
475,5/29/2022 13:10
476,6/1/2022 16:48
477,5/28/2022 13:26
478,5/28/2022 10:28
479,5/28/2022 11:51
480,5/30/2022 10:00
481,5/30/2022 8:18
482,5/28/2022 12:20
483,5/28/2022 15:11
484,5/30/2022 11:29
485,5/30/2022 11:04
486,5/28/2022 11:11
487,6/1/2022 13:06
488,5/28/2022 8:14
489,5/28/2022 15:10
490,5/28/2022 11:11
491,6/1/2022 10:24
492,5/28/2022 14:58
493,5/31/2022 12:57
494,5/28/2022 10:17
495,5/29/2022 11:54
496,5/29/2022 11:00
497,5/29/2022 9:54
498,5/31/2022 16:14
499,6/1/2022 14:52
500,5/28/2022 9:56
501,5/30/2022 8:24
502,5/29/2022 13:04
503,5/31/2022 10:14
504,5/28/2022 15:35
505,5/29/2022 9:01
506,5/28/2022 11:27
507,5/30/2022 12:09
508,5/30/2022 9:18
509,5/29/2022 13:52
510,5/31/2022 15:27
511,5/31/2022 8:48
512,5/28/2022 15:23
513,6/1/2022 11:00
514,5/29/2022 10:39
515,6/1/2022 9:31
516,5/30/2022 8:30
517,5/28/2022 8:15
518,5/30/2022 11:01
519,5/31/2022 10:18
520,5/28/2022 8:38
521,6/1/2022 12:27
522,5/29/2022 9:57
523,5/30/2022 9:33
524,5/29/2022 15:43
525,5/29/2022 14:45
526,5/31/2022 11:07
527,5/29/2022 10:05
528,5/31/2022 9:16
529,5/30/2022 16:27
530,5/30/2022 14:09
531,5/29/2022 12:49
532,5/28/2022 15:18
533,5/29/2022 15:32
534,5/29/2022 14:18
535,5/30/2022 14:47
536,5/28/2022 8:16
537,5/31/2022 8:49
538,5/31/2022 10:45
539,5/29/2022 12:15
540,5/28/2022 11:22
541,5/29/2022 11:27
542,6/1/2022 10:21
543,5/29/2022 13:00
544,5/29/2022 14:26
545,5/28/2022 16:19
546,5/31/2022 12:46
547,5/30/2022 15:16
548,5/29/2022 11:11
549,5/28/2022 10:00
550,6/1/2022 14:29
551,5/29/2022 16:04
552,5/28/2022 9:55
553,5/29/2022 14:18
554,5/30/2022 12:43
555,5/28/2022 15:17
556,6/1/2022 8:00
557,5/30/2022 10:18
558,5/29/2022 13:29
559,5/30/2022 16:30
560,6/1/2022 15:50
561,5/29/2022 14:33
562,5/29/2022 11:38
563,5/30/2022 14:17
564,5/29/2022 11:02
565,5/29/2022 8:01
566,5/30/2022 11:18
567,5/31/2022 15:12
568,5/30/2022 12:55
569,6/1/2022 11:37
570,5/28/2022 11:52
571,5/28/2022 15:03
572,5/28/2022 15:03
573,5/29/2022 13:32
574,6/1/2022 13:24
575,5/30/2022 14:10
576,5/30/2022 9:20
577,5/30/2022 16:38
578,6/1/2022 10:40
579,6/1/2022 14:12
580,6/1/2022 11:14
581,5/29/2022 10:29
582,5/31/2022 10:20
583,5/29/2022 11:36
584,6/1/2022 15:31
585,5/31/2022 10:32
586,5/31/2022 13:53
587,6/1/2022 16:50
588,5/30/2022 15:41
589,5/29/2022 8:52
590,5/29/2022 8:48
591,5/30/2022 13:43
592,5/30/2022 9:23
593,6/1/2022 9:41
594,5/31/2022 15:56
595,5/29/2022 16:01
596,5/30/2022 10:12
597,5/29/2022 13:58
598,5/30/2022 15:13
599,5/31/2022 11:55
600,6/1/2022 13:33
601,5/30/2022 8:24
602,6/1/2022 14:23
603,6/1/2022 12:26
604,5/29/2022 13:30
605,6/1/2022 16:52
606,5/31/2022 13:47
607,5/30/2022 10:36
608,5/30/2022 14:37
609,6/1/2022 12:46
610,5/29/2022 9:10
611,5/31/2022 12:13
612,5/31/2022 12:50
613,5/29/2022 8:02
614,5/29/2022 8:08
615,5/30/2022 12:20
616,6/1/2022 16:12
617,5/31/2022 14:17
618,5/29/2022 10:37
619,5/30/2022 16:31
620,5/31/2022 15:18
621,5/30/2022 16:26
622,5/30/2022 13:00
623,5/31/2022 9:59
624,6/1/2022 8:59
625,5/31/2022 12:54
626,5/31/2022 11:47
627,6/1/2022 15:01
628,6/1/2022 11:52
629,5/29/2022 15:34
630,5/31/2022 16:53
631,5/30/2022 11:03
632,5/31/2022 9:34
633,5/28/2022 8:34
634,6/1/2022 11:59
635,5/30/2022 12:13
636,5/31/2022 15:43
637,5/30/2022 14:49
638,5/28/2022 13:21
639,5/30/2022 12:14
640,5/30/2022 8:07
641,5/29/2022 11:49
642,5/28/2022 16:36
643,5/29/2022 14:41
644,6/1/2022 15:07
645,5/31/2022 10:37
646,5/29/2022 15:48
647,5/31/2022 10:14
648,6/1/2022 13:44
649,5/29/2022 9:50
650,6/1/2022 16:58
651,5/30/2022 11:52
652,5/29/2022 8:42
653,6/1/2022 13:52
654,5/31/2022 8:09
655,5/31/2022 8:46
656,5/31/2022 13:10
657,5/28/2022 16:50
658,6/1/2022 14:50
659,5/28/2022 11:38
660,5/28/2022 15:30
661,5/28/2022 9:32
662,5/28/2022 12:24
663,5/30/2022 13:08
664,5/30/2022 11:21
665,5/31/2022 8:07
666,6/1/2022 11:01
667,5/30/2022 10:35
668,5/31/2022 13:19
669,5/30/2022 11:43
670,6/1/2022 10:13
671,6/1/2022 9:09
672,6/1/2022 14:45
673,5/31/2022 11:29
674,6/1/2022 12:13
675,6/1/2022 13:44
676,5/29/2022 10:42
677,6/1/2022 11:43
678,5/31/2022 16:08
679,5/28/2022 11:45
680,5/28/2022 14:54
681,5/31/2022 15:49
682,5/31/2022 8:11
683,5/28/2022 14:08
684,6/1/2022 12:19
685,5/30/2022 11:28
686,5/29/2022 13:28
687,6/1/2022 15:20
688,5/31/2022 11:19
689,5/30/2022 12:47
690,5/28/2022 15:28
691,5/30/2022 15:34
692,5/30/2022 11:26
693,5/29/2022 15:36
694,6/1/2022 9:16
695,5/30/2022 11:12
696,5/31/2022 14:36
697,6/1/2022 10:19
698,5/29/2022 15:16
699,5/28/2022 10:29
700,5/28/2022 15:06
701,5/28/2022 14:30
702,6/1/2022 15:39
703,5/29/2022 11:50
704,5/30/2022 14:56
705,5/31/2022 10:55
706,6/1/2022 8:46
707,5/31/2022 14:06
708,5/29/2022 12:48
709,5/30/2022 8:15
710,6/1/2022 10:29
711,6/1/2022 14:32
712,5/28/2022 8:20
713,5/29/2022 11:51
714,6/1/2022 16:17
715,5/31/2022 11:33
716,5/28/2022 11:03
717,5/30/2022 15:21
718,5/30/2022 16:58
719,5/28/2022 11:38
720,5/28/2022 12:50
721,5/31/2022 13:35
722,5/31/2022 14:36
723,5/29/2022 8:19
724,5/31/2022 8:24
725,5/31/2022 13:58
726,5/31/2022 9:18
727,5/29/2022 10:23
728,5/28/2022 15:46
729,5/28/2022 9:57
730,5/30/2022 8:50
731,5/31/2022 15:04
732,5/29/2022 11:55
733,5/29/2022 15:04
734,5/29/2022 11:59
735,5/28/2022 16:50
736,5/30/2022 8:14
737,5/31/2022 14:26
738,5/29/2022 15:09
739,5/29/2022 13:56
740,5/30/2022 10:23
741,5/31/2022 8:04
742,5/31/2022 11:19
743,5/30/2022 13:48
744,5/29/2022 11:23
745,5/30/2022 16:01
746,5/30/2022 9:54
747,5/31/2022 16:32
748,5/28/2022 9:09
749,5/29/2022 10:19
750,6/1/2022 12:06
751,6/1/2022 11:17
752,5/31/2022 11:08
753,5/29/2022 11:19
754,5/31/2022 11:49
755,6/1/2022 10:30
756,5/28/2022 9:54
757,6/1/2022 11:51
758,5/29/2022 13:35
759,5/28/2022 15:38
760,5/29/2022 16:35
761,5/30/2022 16:47
762,5/28/2022 9:40
763,6/1/2022 15:24
764,5/31/2022 16:11
765,5/28/2022 13:44
766,6/1/2022 9:51
767,5/31/2022 15:09
768,5/29/2022 9:38
769,5/31/2022 10:00
770,5/31/2022 15:16
771,5/29/2022 11:46
772,5/30/2022 13:54
773,5/28/2022 12:59
774,5/30/2022 10:59
775,5/29/2022 8:55
776,5/31/2022 12:17
777,5/30/2022 14:28
778,5/31/2022 14:02
779,5/28/2022 10:57
780,5/29/2022 14:40
781,5/28/2022 13:03
782,5/29/2022 11:13
783,6/1/2022 16:02
784,5/29/2022 15:51
785,5/31/2022 15:05
786,5/30/2022 8:51
787,5/31/2022 8:35
788,5/29/2022 16:47
789,5/30/2022 9:28
790,5/31/2022 11:31
791,5/31/2022 11:10
792,5/30/2022 9:04
793,5/31/2022 12:05
794,6/1/2022 9:44
795,6/1/2022 13:04
796,5/28/2022 8:28
797,6/1/2022 11:13
798,5/31/2022 15:17
799,5/28/2022 9:38
800,5/28/2022 13:38
801,5/29/2022 9:41
802,5/30/2022 14:29
803,5/29/2022 8:07
804,5/31/2022 14:16
805,5/29/2022 14:54
806,5/28/2022 13:29
807,6/1/2022 9:24
808,5/30/2022 11:38
809,5/30/2022 14:01
810,5/31/2022 9:18
811,5/29/2022 12:44
812,5/29/2022 14:28
813,5/30/2022 10:29
814,5/31/2022 14:31
815,5/29/2022 12:10
816,5/29/2022 15:05
817,6/1/2022 9:30
818,5/29/2022 11:57
819,5/30/2022 12:51
820,5/29/2022 10:20
821,5/31/2022 13:49
822,6/1/2022 14:17
823,5/30/2022 14:31
824,5/30/2022 16:50
825,5/30/2022 9:49
826,5/31/2022 14:39
827,5/31/2022 12:16
828,5/30/2022 12:10
829,5/31/2022 8:55
830,5/29/2022 14:05
831,6/1/2022 14:04
832,5/31/2022 9:39
833,5/29/2022 10:50
834,5/30/2022 16:55
835,5/28/2022 9:16
836,5/31/2022 15:57
837,5/28/2022 8:31
838,5/28/2022 16:12
839,5/28/2022 12:14
840,5/31/2022 14:54
841,5/31/2022 16:42
842,5/31/2022 13:38
843,5/31/2022 14:53
844,5/30/2022 8:39
845,5/31/2022 14:36
846,5/31/2022 15:01
847,6/1/2022 10:06
848,5/28/2022 12:18
849,5/28/2022 12:01
850,5/28/2022 12:09
851,5/29/2022 14:48
852,5/29/2022 12:10
853,6/1/2022 13:00
854,5/30/2022 14:30
855,6/1/2022 15:19
856,5/28/2022 14:20
857,6/1/2022 14:13
858,5/31/2022 14:22
859,6/1/2022 14:43
860,5/31/2022 14:39
861,5/28/2022 16:31
862,5/31/2022 14:17
863,6/1/2022 13:01
864,6/1/2022 11:21
865,6/1/2022 11:05
866,5/30/2022 15:12
867,5/28/2022 10:46
868,5/29/2022 13:23
869,6/1/2022 11:11
870,5/28/2022 11:36
871,5/29/2022 10:30
872,6/1/2022 12:35
873,5/29/2022 14:41
874,6/1/2022 16:52
875,5/31/2022 8:49
876,6/1/2022 14:27
877,5/30/2022 14:51
878,5/30/2022 12:55
879,5/31/2022 14:41
880,5/28/2022 13:08
881,5/31/2022 12:52
882,5/31/2022 14:38
883,5/30/2022 11:14
884,5/29/2022 14:27
885,5/28/2022 13:52
886,5/28/2022 10:02
887,5/28/2022 10:51
888,5/31/2022 13:22
889,5/28/2022 15:05
890,5/29/2022 8:37
891,6/1/2022 10:25
892,6/1/2022 12:01
893,5/28/2022 8:26
894,6/1/2022 10:48
895,5/31/2022 14:56
896,5/30/2022 16:49
897,6/1/2022 12:27
898,6/1/2022 15:19
899,6/1/2022 8:06
900,5/29/2022 11:38
901,5/30/2022 15:53
902,5/31/2022 11:44
903,5/29/2022 8:09
904,5/30/2022 13:39
905,5/29/2022 8:53
906,5/30/2022 11:32
907,5/29/2022 13:16
908,5/30/2022 16:56
909,5/28/2022 16:31
910,5/31/2022 14:54
911,5/31/2022 15:54
912,5/28/2022 11:04
913,5/28/2022 8:52
914,5/30/2022 9:13
915,5/29/2022 10:36
916,5/29/2022 16:06
917,5/28/2022 10:37
918,5/31/2022 9:44
919,5/28/2022 13:06
920,5/29/2022 8:48
921,5/28/2022 11:08
922,5/29/2022 15:36
923,5/28/2022 15:50
924,5/30/2022 13:08
925,5/31/2022 11:34
926,5/29/2022 11:30
927,5/31/2022 14:17
928,6/1/2022 11:06
929,5/30/2022 12:18
930,5/28/2022 10:31
931,5/30/2022 11:37
932,5/30/2022 13:03
933,5/28/2022 15:01
934,5/28/2022 10:25
935,5/31/2022 15:00
936,5/31/2022 11:42
937,5/29/2022 9:21
938,5/31/2022 10:59
939,5/31/2022 16:17
940,5/31/2022 11:03
941,6/1/2022 9:22
942,5/30/2022 11:19
943,5/29/2022 13:09
944,5/31/2022 15:55
945,5/29/2022 13:08
946,5/28/2022 15:38
947,5/30/2022 8:27
948,5/30/2022 8:10
949,5/31/2022 12:02
950,5/29/2022 16:20
951,6/1/2022 14:36
952,5/28/2022 8:17
953,5/30/2022 13:34
954,5/29/2022 11:43
955,5/29/2022 10:29
956,5/28/2022 9:16
957,5/30/2022 15:06
958,5/30/2022 15:28
959,6/1/2022 16:58
960,5/28/2022 15:35
961,5/29/2022 14:22
962,5/30/2022 11:20
963,5/29/2022 13:46
964,5/28/2022 15:33
965,5/29/2022 12:07
966,5/28/2022 14:08
967,5/29/2022 13:11
968,6/1/2022 8:05
969,6/1/2022 8:42
970,5/29/2022 12:06
971,5/28/2022 15:45
972,6/1/2022 16:42
973,6/1/2022 12:46
974,6/1/2022 9:43
975,5/29/2022 10:33
976,6/1/2022 11:04
977,5/28/2022 13:08
978,6/1/2022 14:26
979,5/30/2022 13:57
980,5/29/2022 10:53
981,5/31/2022 13:01
982,5/29/2022 16:47
983,5/31/2022 15:29
984,5/30/2022 16:19
985,5/29/2022 9:42
986,6/1/2022 9:01
987,5/29/2022 13:52
988,5/30/2022 13:59
989,5/31/2022 13:32
990,5/29/2022 9:22
991,5/28/2022 11:48
992,5/31/2022 16:26
993,6/1/2022 12:07
994,6/1/2022 11:06
995,6/1/2022 8:31
996,5/31/2022 9:52
997,5/30/2022 16:41
998,5/31/2022 16:10
999,5/31/2022 10:37
1000,5/31/2022 13:55
1001,5/29/2022 8:19
1002,5/29/2022 8:36
1003,5/29/2022 13:26
1004,5/28/2022 11:16
1005,6/1/2022 10:17
1006,5/28/2022 13:36
1007,5/30/2022 10:27
1008,5/29/2022 16:45
1009,5/31/2022 8:50
1010,5/30/2022 11:54
1011,5/28/2022 12:55
1012,5/28/2022 12:23
1013,6/1/2022 15:55
1014,5/29/2022 15:19
1015,5/31/2022 15:05
1016,5/31/2022 13:31
1017,5/30/2022 9:46
1018,5/30/2022 14:39
1019,5/28/2022 11:03
1020,5/29/2022 8:59
1021,6/1/2022 8:02
1022,5/30/2022 10:57
1023,5/29/2022 12:53
1024,5/30/2022 11:32
1025,5/30/2022 16:51
1026,5/31/2022 9:26
1027,6/1/2022 9:31
1028,5/28/2022 12:34
1029,5/31/2022 15:21
1030,5/31/2022 15:57
1031,5/31/2022 16:53
1032,5/31/2022 13:09
1033,6/1/2022 11:30
1034,5/29/2022 15:29
1035,5/29/2022 12:46
1036,6/1/2022 14:10
1037,5/30/2022 13:05
1038,5/31/2022 13:47
1039,5/30/2022 9:54
1040,6/1/2022 15:33
1041,6/1/2022 9:52
1042,5/28/2022 12:02
1043,5/29/2022 14:12
1044,5/30/2022 8:37
1045,5/30/2022 10:45
1046,5/28/2022 11:53
1047,6/1/2022 11:26
1048,5/29/2022 11:46
1049,5/30/2022 10:41
1050,5/31/2022 13:33
1051,5/28/2022 8:24
1052,6/1/2022 11:01
1053,5/29/2022 14:30
1054,5/29/2022 9:10
1055,5/30/2022 13:45
1056,5/28/2022 11:17
1057,5/29/2022 10:26
1058,5/30/2022 15:54
1059,5/30/2022 12:31
1060,5/30/2022 16:26
1061,5/28/2022 11:52
1062,5/29/2022 11:10
1063,5/31/2022 11:19
1064,5/29/2022 16:25
1065,5/31/2022 15:04
1066,6/1/2022 15:30
1067,5/30/2022 16:11
1068,6/1/2022 11:27
1069,5/31/2022 12:53
